plan_idx,title,question_idx,steps,question_type,step_pair_idx_asked_about,binary_question,why_question,model_input,binary_answer,why_answer,cluster
51,fusilli-and-meatballs,51,"['Coat a large saucepan with cooking spray or a teaspoon of olive oil and set over a medium-high heat.', 'Sauté the onion and garlic for about 5 minutes or until soft.', 'Transfer 2 tablespoons of the onion mixture to a large bowl.', 'Set aside.', 'Whiz the tomatoes, with their juice, in a food processor until fairly smooth.', 'Add to the saucepan.', 'Bring to the boil over medium-high heat.', 'Reduce the heat to medium-low.', 'Cover and simmer, stirring often, for 30 minutes.', 'Add the basil and oregano halfway through this time.', 'Process the bread until crumbs form.', 'Add the crumbs, beef, egg, milk and pepper to the onion mixture in the bowl and mix just until blended.', 'Shape into 20 meatballs about 2.5cm (1in) diameter.', 'Coat a frying pan with cooking spray or olive oil and set over medium-high heat.', 'Cook the meatballs, in batches, for about 8 minutes or until browned on all sides.', 'Drain on kitchen paper.', 'Add the meatballs to the tomato sauce.', 'Cover and cook, stirring occasionally, for 20 minutes.', 'Meanwhile, cook the pasta according to the instructions on the packet.', 'Drain and toss with 3 ladlefuls of the sauce in a large heated serving bowl.', 'Spoon the meatballs and remaining sauce over the top, then serve.']",dependent_real_after,"[2, 20]",Must Step 21 happen after Step 3?,Why must Step 21 happen after Step 3?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: fusilli-and-meatballs

Procedure:
1. Coat a large saucepan with cooking spray or a teaspoon of olive oil and set over a medium-high heat.
2. Sauté the onion and garlic for about 5 minutes or until soft.
3. Transfer 2 tablespoons of the onion mixture to a large bowl.
4. Set aside.
5. Whiz the tomatoes, with their juice, in a food processor until fairly smooth.
6. Add to the saucepan.
7. Bring to the boil over medium-high heat.
8. Reduce the heat to medium-low.
9. Cover and simmer, stirring often, for 30 minutes.
10. Add the basil and oregano halfway through this time.
11. Process the bread until crumbs form.
12. Add the crumbs, beef, egg, milk and pepper to the onion mixture in the bowl and mix just until blended.
13. Shape into 20 meatballs about 2.5cm (1in) diameter.
14. Coat a frying pan with cooking spray or olive oil and set over medium-high heat.
15. Cook the meatballs, in batches, for about 8 minutes or until browned on all sides.
16. Drain on kitchen paper.
17. Add the meatballs to the tomato sauce.
18. Cover and cook, stirring occasionally, for 20 minutes.
19. Meanwhile, cook the pasta according to the instructions on the packet.
20. Drain and toss with 3 ladlefuls of the sauce in a large heated serving bowl.
21. Spoon the meatballs and remaining sauce over the top, then serve.


1. Must Step 21 happen after Step 3?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 21 requires the meatballs to be cooked and added to the sauce, which happens in Steps 17 and 18, after Step 3.",2
52,one-pot irish stew,52,"['Place the lamb in a large pot, cover with water and add a pinch of salt.', 'Bring to the boil; skim off any white fat that comes to the surface, then simmer on low heat for another 30 minutes.', 'Add the onion and half of the potatoes and cook for 30 minutes until the potatoes are soft; break them up and stir - this will thicken the stew.', 'Add the remaining potatoes and carrots.', 'Simmer for another 20-30 minutes until potatoes are cooked.', 'Season well with salt and pepper to taste.', 'Stir in fresh parsley or chopped leeks.', 'Serve piping hot.']",dependent_real_after,"[1, 6]",Must Step 7 happen after Step 2?,Why must Step 7 happen after Step 2?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: one-pot irish stew

Procedure:
1. Place the lamb in a large pot, cover with water and add a pinch of salt.
2. Bring to the boil; skim off any white fat that comes to the surface, then simmer on low heat for another 30 minutes.
3. Add the onion and half of the potatoes and cook for 30 minutes until the potatoes are soft; break them up and stir - this will thicken the stew.
4. Add the remaining potatoes and carrots.
5. Simmer for another 20-30 minutes until potatoes are cooked.
6. Season well with salt and pepper to taste.
7. Stir in fresh parsley or chopped leeks.
8. Serve piping hot.


1. Must Step 7 happen after Step 2?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 7 happens after Step 6, which is after Step 5, whereas Step 2 is an early step in the procedure.",1
59,peppers-with-tuna-and-mushrooms,59,"['Heat 2 tbsp olive oil in a frying pan and add 1 chopped onion.', 'Cook for 5 minutes or until softened.', 'Add 250g halved or quartered chestnut mushrooms.', 'Season and cook, stirring occasionally, until the mushrooms give up their juices.', 'Add 1 tbsp wholegrain mustard, the grated zest of 1 lemon, 1 crushed garlic clove and 4 tbsp dry sherry.', 'Cook, stirring until the mushrooms are evenly coated with a little sauce.', 'Meanwhile, drain and slice a 280g jar of roasted red peppers.', 'Mix the peppers into the mushrooms and heat gently for 1 minute.', 'Finally, stir in a 185g can tuna, drained, and 25g chopped fresh parsley.', 'Serve immediately, with crisp salad leaves and plenty of hot crusty bread or boiled rice.']",dependent_real_after,"[0, 9]",Must Step 10 happen after Step 1?,Why must Step 10 happen after Step 1?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: peppers-with-tuna-and-mushrooms

Procedure:
1. Heat 2 tbsp olive oil in a frying pan and add 1 chopped onion.
2. Cook for 5 minutes or until softened.
3. Add 250g halved or quartered chestnut mushrooms.
4. Season and cook, stirring occasionally, until the mushrooms give up their juices.
5. Add 1 tbsp wholegrain mustard, the grated zest of 1 lemon, 1 crushed garlic clove and 4 tbsp dry sherry.
6. Cook, stirring until the mushrooms are evenly coated with a little sauce.
7. Meanwhile, drain and slice a 280g jar of roasted red peppers.
8. Mix the peppers into the mushrooms and heat gently for 1 minute.
9. Finally, stir in a 185g can tuna, drained, and 25g chopped fresh parsley.
10. Serve immediately, with crisp salad leaves and plenty of hot crusty bread or boiled rice.


1. Must Step 10 happen after Step 1?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 10 requires the tuna and parsley to be mixed with the mushrooms and peppers, which is not possible until after the sauce has been added and the ingredients have been heated together, making it a later step in the procedure.",2
60,chocolate-chocolate-cake,60,"['Preheat the oven to 180 degrees C / Gas Mark 4.', 'Place the chocolate chips, coffee and water in a microwave safe bowl.', 'Microwave until chocolate is almost melted.', 'Remove and whisk until mixture is smooth.', 'Set aside to cool.', 'Using a hand held mixer, beat butter and margarine together in a large bowl until creamy.', 'Gradually beat in sugar until light and fluffy.', 'Gradually beat in egg yolks one at a time, beating well after each one.', 'Slowly add the flour and beat at a low speed.', 'Add the cooled chocolate to the mix and beat again.', 'In a separate bowl, beat egg whites until foamy.', 'Then increase speed and beat until stiff.', 'Fold egg white mixture, one third at a time, into the chocolate mixture until blended thoroughly.', 'Grease a 23cm springform tin or a cake tin with deep sides.', 'Wrap the bottom of the tin securely with greaseproof paper or foil, so it comes up about 1 .5cm on the sides.', 'Pour the mixture into the cake tin.', 'Bake for I hour.', 'The cake is ready when a skewer inserted about 1 .5cm from the side of the tin comes out clean.', 'Note that the cake is very dense, so the top may crack when baking.', 'Cool in the tin for 10 minutes to allow the cake to set.', 'Then remove from the tin, and allow to cool completely, which may take several hours.', 'Sift icing sugar lightly over the top for decoration.']",dependent_real_after,"[11, 15]",Must Step 16 happen after Step 12?,Why must Step 16 happen after Step 12?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: chocolate-chocolate-cake

Procedure:
1. Preheat the oven to 180 degrees C / Gas Mark 4.
2. Place the chocolate chips, coffee and water in a microwave safe bowl.
3. Microwave until chocolate is almost melted.
4. Remove and whisk until mixture is smooth.
5. Set aside to cool.
6. Using a hand held mixer, beat butter and margarine together in a large bowl until creamy.
7. Gradually beat in sugar until light and fluffy.
8. Gradually beat in egg yolks one at a time, beating well after each one.
9. Slowly add the flour and beat at a low speed.
10. Add the cooled chocolate to the mix and beat again.
11. In a separate bowl, beat egg whites until foamy.
12. Then increase speed and beat until stiff.
13. Fold egg white mixture, one third at a time, into the chocolate mixture until blended thoroughly.
14. Grease a 23cm springform tin or a cake tin with deep sides.
15. Wrap the bottom of the tin securely with greaseproof paper or foil, so it comes up about 1 .5cm on the sides.
16. Pour the mixture into the cake tin.
17. Bake for I hour.
18. The cake is ready when a skewer inserted about 1 .5cm from the side of the tin comes out clean.
19. Note that the cake is very dense, so the top may crack when baking.
20. Cool in the tin for 10 minutes to allow the cake to set.
21. Then remove from the tin, and allow to cool completely, which may take several hours.
22. Sift icing sugar lightly over the top for decoration.


1. Must Step 16 happen after Step 12?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 16 must happen after Step 14, as it requires the cake tin to be prepared with greaseproof paper or foil before pouring the mixture into it.",2
61,simple-basic-cupcakes,61,"['Preheat oven to 180 C / Gas 4.', 'Beat butter and sugar together until light and fluffy.', 'Add the eggs, one at a time, beating after each addition.', 'If the batter is too thick, stir in some milk.', 'Gradually add the flour, mixing well each time until evenly mixed.', 'Spoon tablespoons of batter into a greased muffin tin.', 'Bake in preheated oven for 15-20 minutes.', 'The cake is done when a skewer inserted to the cake comes out clean.', 'Let rest for fives minutes, then allow to cool fully on a wire rack.', 'Decorate, if desired.']",dependent_real_after,"[0, 9]",Must Step 10 happen after Step 1?,Why must Step 10 happen after Step 1?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: simple-basic-cupcakes

Procedure:
1. Preheat oven to 180 C / Gas 4.
2. Beat butter and sugar together until light and fluffy.
3. Add the eggs, one at a time, beating after each addition.
4. If the batter is too thick, stir in some milk.
5. Gradually add the flour, mixing well each time until evenly mixed.
6. Spoon tablespoons of batter into a greased muffin tin.
7. Bake in preheated oven for 15-20 minutes.
8. The cake is done when a skewer inserted to the cake comes out clean.
9. Let rest for fives minutes, then allow to cool fully on a wire rack.
10. Decorate, if desired.


1. Must Step 10 happen after Step 1?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 10, decorating, can happen at any point after the cupcakes are baked, which is after Step 7, and does not require the oven to be preheated.",2
64,almond and apple cake,64,"['Preheat the oven to 170 C / Gas mark 3.', 'Brush around 22cm (base measurement) cake tin with melted butter to grease.', 'Line base and side with baking parchment.', 'Beat butter, caster sugar and vanilla in a bowl for 8 mins or till pale and creamy (by hand or electric beater).', 'Add the eggs, 1 at a time, beating well after each addition.', 'Stir in ground almonds.', 'Add half the flour and half the milk.', 'Use a wooden spoon to stir until well combined.', 'Repeat remaining flour and milk.', 'Arrange the apple, slightly overlapping, over the base of the prepared tin.', 'Spoon mixture into the tin and smooth the surface.', 'Bake in the oven for 30-35 mins or until a skewer inserted into the centre comes out clean.', 'Set aside in the pan for 10 mins to cool slightly before turning onto a serving plate.', 'Serve warm.']",dependent_real_after,"[7, 13]",Must Step 14 happen after Step 8?,Why must Step 14 happen after Step 8?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: almond and apple cake

Procedure:
1. Preheat the oven to 170 C / Gas mark 3.
2. Brush around 22cm (base measurement) cake tin with melted butter to grease.
3. Line base and side with baking parchment.
4. Beat butter, caster sugar and vanilla in a bowl for 8 mins or till pale and creamy (by hand or electric beater).
5. Add the eggs, 1 at a time, beating well after each addition.
6. Stir in ground almonds.
7. Add half the flour and half the milk.
8. Use a wooden spoon to stir until well combined.
9. Repeat remaining flour and milk.
10. Arrange the apple, slightly overlapping, over the base of the prepared tin.
11. Spoon mixture into the tin and smooth the surface.
12. Bake in the oven for 30-35 mins or until a skewer inserted into the centre comes out clean.
13. Set aside in the pan for 10 mins to cool slightly before turning onto a serving plate.
14. Serve warm.


1. Must Step 14 happen after Step 8?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 14 requires the cake to be baked and cooled slightly, which happens after steps 12 and 13, respectively.",3
67,chicken-prawn-and-rice-soup,67,"['Mix together the prawns, chicken, egg and cornflour.', 'Heat 750ml of the oil in wok or deep frying pan.', 'When it is hot, add prawns and chicken mixture.', 'Cook for 1/2 minute and drain.', 'Place above mixture in pot with the stock, mushrooms, water chestnuts, bamboo shoots and green beans.', 'Bring to the boil.', 'Add salt and sherry.', 'Return to the boil.', 'Reduce heat and allow to simmer.', 'Meanwhile, heat the remaining 250ml oil until it is hot.', 'Add rice and brown quickly.', 'Drain and add to soup.', 'Serve and enjoy!']",dependent_real_after,"[0, 7]",Must Step 8 happen after Step 1?,Why must Step 8 happen after Step 1?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: chicken-prawn-and-rice-soup

Procedure:
1. Mix together the prawns, chicken, egg and cornflour.
2. Heat 750ml of the oil in wok or deep frying pan.
3. When it is hot, add prawns and chicken mixture.
4. Cook for 1/2 minute and drain.
5. Place above mixture in pot with the stock, mushrooms, water chestnuts, bamboo shoots and green beans.
6. Bring to the boil.
7. Add salt and sherry.
8. Return to the boil.
9. Reduce heat and allow to simmer.
10. Meanwhile, heat the remaining 250ml oil until it is hot.
11. Add rice and brown quickly.
12. Drain and add to soup.
13. Serve and enjoy!


1. Must Step 8 happen after Step 1?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 8 happens after Step 6, not Step 1, because it requires the mixture to be brought to a boil first, which is done in Step 6.",1
70,vegetable-terrine,70,"['Add the gelatin in a bowl of cold water until soft.', 'Heat the stock and cook the vegetables one after the other in the stock (15 minutes for the carrots and beans, 10 minutes for courgettes and celeriac, 5 minutes for the peas).', 'Run the vegetables under cold water to stop them cooking.', 'Wash the sorrel, add the olive oil to a frying pan and cook for 3 minutes, chop then set aside.', 'In a saucepan, bring cream and yogurt to the boil.', 'Add the chopped sorrel and gelatin.', 'Mix well and remove from heat.', 'Set aside and cool for a few minutes.', 'Pour approximately 1cm of the cream mixture into a mould and refrigerate.', 'It is better to use a silicone mould, it will be easier to remove for serving.', 'Arrange the vegetables, alternating according to shape, starting with the matchstick vegetables on the bottom and peas in the middle.', 'Pour the remaining cream mixture on top.', 'Refrigerate the terrine for several hours until firm.', ""If you did'nt use a silicone mould, immerse the mould in boiling water then turn it over - it should release."", 'Serve chilled.']",dependent_real_after,"[3, 8]",Must Step 9 happen after Step 4?,Why must Step 9 happen after Step 4?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: vegetable-terrine

Procedure:
1. Add the gelatin in a bowl of cold water until soft.
2. Heat the stock and cook the vegetables one after the other in the stock (15 minutes for the carrots and beans, 10 minutes for courgettes and celeriac, 5 minutes for the peas).
3. Run the vegetables under cold water to stop them cooking.
4. Wash the sorrel, add the olive oil to a frying pan and cook for 3 minutes, chop then set aside.
5. In a saucepan, bring cream and yogurt to the boil.
6. Add the chopped sorrel and gelatin.
7. Mix well and remove from heat.
8. Set aside and cool for a few minutes.
9. Pour approximately 1cm of the cream mixture into a mould and refrigerate.
10. It is better to use a silicone mould, it will be easier to remove for serving.
11. Arrange the vegetables, alternating according to shape, starting with the matchstick vegetables on the bottom and peas in the middle.
12. Pour the remaining cream mixture on top.
13. Refrigerate the terrine for several hours until firm.
14. If you did'nt use a silicone mould, immerse the mould in boiling water then turn it over - it should release.
15. Serve chilled.


1. Must Step 9 happen after Step 4?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 9 requires the cream mixture to be cooled for a few minutes after being removed from heat, which is not possible if Step 4 is completed first, as the sorrel needs to be cooked before the cream mixture is prepared.",2
76,chocolate-chocolate-cake,76,"['Preheat the oven to 180 degrees C / Gas Mark 4.', 'Place the chocolate chips, coffee and water in a microwave safe bowl.', 'Microwave until chocolate is almost melted.', 'Remove and whisk until mixture is smooth.', 'Set aside to cool.', 'Using a hand held mixer, beat butter and margarine together in a large bowl until creamy.', 'Gradually beat in sugar until light and fluffy.', 'Gradually beat in egg yolks one at a time, beating well after each one.', 'Slowly add the flour and beat at a low speed.', 'Add the cooled chocolate to the mix and beat again.', 'In a separate bowl, beat egg whites until foamy.', 'Then increase speed and beat until stiff.', 'Fold egg white mixture, one third at a time, into the chocolate mixture until blended thoroughly.', 'Grease a 23cm springform tin or a cake tin with deep sides.', 'Wrap the bottom of the tin securely with greaseproof paper or foil, so it comes up about 1 .5cm on the sides.', 'Pour the mixture into the cake tin.', 'Bake for I hour.', 'The cake is ready when a skewer inserted about 1 .5cm from the side of the tin comes out clean.', 'Note that the cake is very dense, so the top may crack when baking.', 'Cool in the tin for 10 minutes to allow the cake to set.', 'Then remove from the tin, and allow to cool completely, which may take several hours.', 'Sift icing sugar lightly over the top for decoration.']",dependent_real_after,"[3, 17]",Must Step 18 happen after Step 4?,Why must Step 18 happen after Step 4?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: chocolate-chocolate-cake

Procedure:
1. Preheat the oven to 180 degrees C / Gas Mark 4.
2. Place the chocolate chips, coffee and water in a microwave safe bowl.
3. Microwave until chocolate is almost melted.
4. Remove and whisk until mixture is smooth.
5. Set aside to cool.
6. Using a hand held mixer, beat butter and margarine together in a large bowl until creamy.
7. Gradually beat in sugar until light and fluffy.
8. Gradually beat in egg yolks one at a time, beating well after each one.
9. Slowly add the flour and beat at a low speed.
10. Add the cooled chocolate to the mix and beat again.
11. In a separate bowl, beat egg whites until foamy.
12. Then increase speed and beat until stiff.
13. Fold egg white mixture, one third at a time, into the chocolate mixture until blended thoroughly.
14. Grease a 23cm springform tin or a cake tin with deep sides.
15. Wrap the bottom of the tin securely with greaseproof paper or foil, so it comes up about 1 .5cm on the sides.
16. Pour the mixture into the cake tin.
17. Bake for I hour.
18. The cake is ready when a skewer inserted about 1 .5cm from the side of the tin comes out clean.
19. Note that the cake is very dense, so the top may crack when baking.
20. Cool in the tin for 10 minutes to allow the cake to set.
21. Then remove from the tin, and allow to cool completely, which may take several hours.
22. Sift icing sugar lightly over the top for decoration.


1. Must Step 18 happen after Step 4?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 18 requires the cake to be baked, which cannot happen until after Step 17, where the cake is poured into the tin and baked for an hour.",3
79,chicken-prawn-and-rice-soup,79,"['Mix together the prawns, chicken, egg and cornflour.', 'Heat 750ml of the oil in wok or deep frying pan.', 'When it is hot, add prawns and chicken mixture.', 'Cook for 1/2 minute and drain.', 'Place above mixture in pot with the stock, mushrooms, water chestnuts, bamboo shoots and green beans.', 'Bring to the boil.', 'Add salt and sherry.', 'Return to the boil.', 'Reduce heat and allow to simmer.', 'Meanwhile, heat the remaining 250ml oil until it is hot.', 'Add rice and brown quickly.', 'Drain and add to soup.', 'Serve and enjoy!']",dependent_real_after,"[2, 11]",Must Step 12 happen after Step 3?,Why must Step 12 happen after Step 3?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: chicken-prawn-and-rice-soup

Procedure:
1. Mix together the prawns, chicken, egg and cornflour.
2. Heat 750ml of the oil in wok or deep frying pan.
3. When it is hot, add prawns and chicken mixture.
4. Cook for 1/2 minute and drain.
5. Place above mixture in pot with the stock, mushrooms, water chestnuts, bamboo shoots and green beans.
6. Bring to the boil.
7. Add salt and sherry.
8. Return to the boil.
9. Reduce heat and allow to simmer.
10. Meanwhile, heat the remaining 250ml oil until it is hot.
11. Add rice and brown quickly.
12. Drain and add to soup.
13. Serve and enjoy!


1. Must Step 12 happen after Step 3?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 12 requires heating the remaining oil and browning the rice, which cannot be done until after Step 10, when the soup is simmering, and the rice is added to the soup in Step 12, which cannot be done until after Step 11, when the rice is browned.",0
80,lemon-zested-strawberry-shortcakes,80,"['In a small bowl, combine strawberries and sugar; cover and refrigerate until serving.', 'In a bowl, combine the flour, sugar, baking powder and salt.', 'Rub the butter into the flour until the mixture resembles coarse crumbs.', 'Combine the milk, egg yolk and lemon zest; stir into crumb mixture until a soft dough forms (dough will be sticky).', 'Turn onto a lightly floured surface; knead 10 times.', 'Divide dough in half.', 'Gently pat or roll each half into a 1 .75cm thick circle.', 'Place 5cm apart on an ungreased baking tray.', 'Bake at 200 C / Gas 6 for 8-10 minutes or until golden brown.', 'Remove to a wire rack; cool for 15 minutes.', 'Meanwhile, in a small bowl, combine butter and lemon zest; set aside.', 'In a small mixing bowl, beat cream until it begins to thicken.', 'Add sugar; beat until stiff peaks form.', 'To assemble, split shortcakes in half.', 'Place cake bottoms on dessert plates; spread with lemon butter, then top each with a 1/4 of the strawberries and whipped cream.', 'Cover with shortcake top and remaining berries and cream.']",dependent_real_after,"[2, 15]",Must Step 16 happen after Step 3?,Why must Step 16 happen after Step 3?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: lemon-zested-strawberry-shortcakes

Procedure:
1. In a small bowl, combine strawberries and sugar; cover and refrigerate until serving.
2. In a bowl, combine the flour, sugar, baking powder and salt.
3. Rub the butter into the flour until the mixture resembles coarse crumbs.
4. Combine the milk, egg yolk and lemon zest; stir into crumb mixture until a soft dough forms (dough will be sticky).
5. Turn onto a lightly floured surface; knead 10 times.
6. Divide dough in half.
7. Gently pat or roll each half into a 1 .75cm thick circle.
8. Place 5cm apart on an ungreased baking tray.
9. Bake at 200 C / Gas 6 for 8-10 minutes or until golden brown.
10. Remove to a wire rack; cool for 15 minutes.
11. Meanwhile, in a small bowl, combine butter and lemon zest; set aside.
12. In a small mixing bowl, beat cream until it begins to thicken.
13. Add sugar; beat until stiff peaks form.
14. To assemble, split shortcakes in half.
15. Place cake bottoms on dessert plates; spread with lemon butter, then top each with a 1/4 of the strawberries and whipped cream.
16. Cover with shortcake top and remaining berries and cream.


1. Must Step 16 happen after Step 3?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 16 requires the shortcakes to be baked, which happens in Steps 9-10, while Step 3 is the initial mixing of dry ingredients, so Step 16 cannot happen before Step 3.",1
85,fusilli-and-meatballs,85,"['Coat a large saucepan with cooking spray or a teaspoon of olive oil and set over a medium-high heat.', 'Sauté the onion and garlic for about 5 minutes or until soft.', 'Transfer 2 tablespoons of the onion mixture to a large bowl.', 'Set aside.', 'Whiz the tomatoes, with their juice, in a food processor until fairly smooth.', 'Add to the saucepan.', 'Bring to the boil over medium-high heat.', 'Reduce the heat to medium-low.', 'Cover and simmer, stirring often, for 30 minutes.', 'Add the basil and oregano halfway through this time.', 'Process the bread until crumbs form.', 'Add the crumbs, beef, egg, milk and pepper to the onion mixture in the bowl and mix just until blended.', 'Shape into 20 meatballs about 2.5cm (1in) diameter.', 'Coat a frying pan with cooking spray or olive oil and set over medium-high heat.', 'Cook the meatballs, in batches, for about 8 minutes or until browned on all sides.', 'Drain on kitchen paper.', 'Add the meatballs to the tomato sauce.', 'Cover and cook, stirring occasionally, for 20 minutes.', 'Meanwhile, cook the pasta according to the instructions on the packet.', 'Drain and toss with 3 ladlefuls of the sauce in a large heated serving bowl.', 'Spoon the meatballs and remaining sauce over the top, then serve.']",dependent_real_after,"[14, 20]",Must Step 21 happen after Step 15?,Why must Step 21 happen after Step 15?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: fusilli-and-meatballs

Procedure:
1. Coat a large saucepan with cooking spray or a teaspoon of olive oil and set over a medium-high heat.
2. Sauté the onion and garlic for about 5 minutes or until soft.
3. Transfer 2 tablespoons of the onion mixture to a large bowl.
4. Set aside.
5. Whiz the tomatoes, with their juice, in a food processor until fairly smooth.
6. Add to the saucepan.
7. Bring to the boil over medium-high heat.
8. Reduce the heat to medium-low.
9. Cover and simmer, stirring often, for 30 minutes.
10. Add the basil and oregano halfway through this time.
11. Process the bread until crumbs form.
12. Add the crumbs, beef, egg, milk and pepper to the onion mixture in the bowl and mix just until blended.
13. Shape into 20 meatballs about 2.5cm (1in) diameter.
14. Coat a frying pan with cooking spray or olive oil and set over medium-high heat.
15. Cook the meatballs, in batches, for about 8 minutes or until browned on all sides.
16. Drain on kitchen paper.
17. Add the meatballs to the tomato sauce.
18. Cover and cook, stirring occasionally, for 20 minutes.
19. Meanwhile, cook the pasta according to the instructions on the packet.
20. Drain and toss with 3 ladlefuls of the sauce in a large heated serving bowl.
21. Spoon the meatballs and remaining sauce over the top, then serve.


1. Must Step 21 happen after Step 15?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 21 requires the pasta to be cooked and tossed with the sauce, which happens after the meatballs are added to the tomato sauce in Step 17, and then cooked for 20 minutes, making Step 21 dependent on the completion of those steps.",2
86,spiced-pumpkin-teabread,86,"['Preheat the oven to 180尊C (350尊F, gas mark 4).', 'Line a 900 g (2 lb) loaf tin with baking parchment.', 'Steam the pumpkin flesh, or cook it in just a little boiling water, for 10 minutes or until tender.', 'Drain thoroughly, then mash with a potato masher until smooth.', 'Add the honey and sultanas, and beat well.', 'Sift the wholemeal and white flours and the allspice into a bowl, tipping in any bran left in the sieve.', 'Rub in the butter with your fingertips until the mixture resembles fine breadcrumbs.', 'Add the pumpkin mixture and beat well with a wooden spoon until evenly mixed.', 'Tip the mixture into the prepared tin and smooth the surface.', 'Sprinkle with the pumpkin seeds.', 'Bake for 50 minutes or until the loaf is well risen, golden brown and firm to the touch.', 'Allow the loaf to cool in the tin for 10 minutes, then turn it out onto a wire rack.', 'Gently brush with the 2 tsp honey while still warm.', 'This teabread is best served slightly warm, or within a day of making.']",dependent_real_after,"[4, 13]",Must Step 14 happen after Step 5?,Why must Step 14 happen after Step 5?,"Given a goal, a procedure to achieve that goal and a question about the steps in the procedure, you are required to answer the questions.

Goal: spiced-pumpkin-teabread

Procedure:
1. Preheat the oven to 180尊C (350尊F, gas mark 4).
2. Line a 900 g (2 lb) loaf tin with baking parchment.
3. Steam the pumpkin flesh, or cook it in just a little boiling water, for 10 minutes or until tender.
4. Drain thoroughly, then mash with a potato masher until smooth.
5. Add the honey and sultanas, and beat well.
6. Sift the wholemeal and white flours and the allspice into a bowl, tipping in any bran left in the sieve.
7. Rub in the butter with your fingertips until the mixture resembles fine breadcrumbs.
8. Add the pumpkin mixture and beat well with a wooden spoon until evenly mixed.
9. Tip the mixture into the prepared tin and smooth the surface.
10. Sprinkle with the pumpkin seeds.
11. Bake for 50 minutes or until the loaf is well risen, golden brown and firm to the touch.
12. Allow the loaf to cool in the tin for 10 minutes, then turn it out onto a wire rack.
13. Gently brush with the 2 tsp honey while still warm.
14. This teabread is best served slightly warm, or within a day of making.


1. Must Step 14 happen after Step 5?
2. Explain why or why not.

Format your answer as JSON with the key value pairs ""binary_answer"": ""yes/no answer to Q1"", ""why_answer"": ""one sentence answer to Q2""",no,"Step 14 requires the teabread to be warm, which is achieved after baking in Step 11, so it cannot happen after Step 5.",2
